Accession,Organism_Name,Release_Date,Nuc_Completeness,Segment,Country,Collection_Date
CY004044,Influenza A virus (A/pintail duck/ALB/367/1978(H6N2)),2006-01-26,partial,7,Canada,1978-08-10
PV145605,Influenza B virus,2025-02-19,partial,6,USA,2020-02-25
JX437784,Influenza A virus (A/Singapore/C2009.518V/2009(H3N2)),2012-08-25,partial,3,Singapore,2009-07-08
ON903897,Influenza A virus,2022-07-07,partial,3,USA,2022-04-06
GU052264,Influenza A virus (A/shearwater/Australia/2576/1979(H15N6)),2009-11-28,partial,3,Australia,1979
JF795140,Influenza A virus (A/chicken/Shandong/WF/1998(H9N2)),2013-01-24,partial,8,China,1998
MH701292,Influenza A virus,2018-08-05,partial,4,USA,2017-12-18
MW243460,Influenza A virus,2021-01-01,partial,6,Australia,2014-03-22
HB382894,Influenza A virus,2009-06-09,partial,,,
KU591248,Influenza A virus (A/Oklahoma/20/2015(H3N2)),2016-02-06,partial,6,USA,2015-10-09
CY236362,Influenza B virus (B/South Carolina/14/2017),2017-07-12,partial,5,USA,2017-05-30
CY105045,Influenza A virus (A/Hue/H418/2008(H1N1)),2012-01-09,partial,1,Viet Nam,2008-11-11
ON533122,Influenza A virus,2022-12-31,partial,8,USA,2021-12-02
PQ596937,Influenza A virus,2024-11-15,partial,3,USA,2024-09-14
PQ715132,Influenza A virus,2024-12-06,partial,7,USA,2022-10-29
PQ696823,Influenza A virus,2024-12-06,partial,5,USA,2020-02-25
OR746008,Influenza A virus,2023-11-04,partial,4,USA,2023-05-24
PQ080432,Influenza B virus,2024-07-30,partial,6,USA,2024-02-26
KU322950,Influenza A virus (A/swine/Italy/179794/2014(H1N1)),2017-08-14,partial,4,Italy,2014
KX978312,Influenza A virus (A/mallard duck/Netherlands/15/2007(H6N8)),2016-11-19,partial,5,Netherlands,2007-11-09
EU502327,Influenza A virus (A/Peru/5107/2006(H3N2)),2008-04-26,partial,4,Peru,2006-07-03
MN104322,Influenza A virus,2019-07-02,partial,3,USA,2019-01-24
KM251512,Influenza A virus (A/Anas_crecca/Hubei/Chenhu1623-5/2014(H5N6)),2015-01-15,partial,3,China,2014-03-20
GQ168862,Influenza A virus (A/New York/20/2009(H1N1)),2009-05-19,partial,8,USA,2009-04-25
CY002073,Influenza A virus (A/New York/396/2005(H3N2)),2005-08-01,partial,7,USA,2005-03-04
OM405488,Influenza A virus,2022-02-01,partial,3,USA,2021-09-30
OQ665446,Influenza A virus,2023-03-26,partial,2,USA,2022-11-29
CY186240,Influenza A virus (A/Houston/JMM_178/2013(H3N2)),2014-05-09,partial,3,USA,2013-01-15
CY034309,Influenza A virus (A/chicken/New York/23165-10/2005(H7N2)),2008-07-29,partial,1,USA,2005-03-04
MK927386,Influenza A virus,2019-05-19,partial,6,Italy,2019-01-23
JX309792,Influenza A virus (A/Singapore/GP4099/2010(H1N1)),2012-08-08,partial,4,Singapore,2010-09-20
MH328536,Influenza A virus,2020-05-31,partial,3,Taiwan,2014-03-06
OQ179265,Influenza A virus,2023-01-10,partial,4,USA,2019-12-19
CY254146,Influenza A virus (A/South Australia/172/2015(H3N2)),2017-11-14,partial,4,Australia,2015-10-31
OP953327,Influenza A virus,2022-12-11,partial,8,USA,2021-11-11
CY121105,Influenza A virus (A/reassortant/NYMC X-197(Brisbane/11/2010 x Puerto Rico/8/1934)(H3N2)),2012-06-20,partial,8,,
DM086511,Influenza A virus,2009-04-21,partial,,,
MH081408,Influenza B virus,2018-03-24,partial,3,USA,2017-12-25
KF886390,Influenza A virus (A/chicken/Jilin/DH104/2012(H9N2)),2014-12-12,partial,1,China,2012-03-11
CY084614,Influenza A virus (A/swine/Hong Kong/42/1977(H1N1)),2011-03-02,partial,1,Hong Kong,1977-04-18
PP634064,Influenza A virus,2024-04-16,partial,7,USA,2023-11-07
OM715875,Influenza A virus,2022-02-21,partial,5,USA,2021-11-15
KY289428,Influenza A virus (A/California/146/2016(H3N2)),2016-12-11,partial,2,USA,2016-10-17
CY206082,Influenza A virus (A/green-winged teal/Texas/AI11-3781/2011(H3N6)),2016-04-11,partial,1,USA,2011-09-17
MN155969,Influenza B virus,2019-07-14,partial,2,USA,2019-04-02
KT842980,Influenza A virus (A/California/78/2015(H3N2)),2015-10-11,partial,6,USA,2015-03-03
KF824496,Influenza A virus (A/swine/Minnesota/A01394021/2013(H3N2)),2013-11-30,partial,6,USA,2013-10-15
MT824852,Influenza A virus,2020-08-07,partial,1,USA,2017-09-09
OR719243,Influenza A virus,2024-10-03,partial,4,China,2022-07-21
MW036336,Influenza A virus,2021-04-01,partial,8,India,2016-03-15
MK676819,Influenza A virus,2019-03-27,partial,4,USA,2019-01-26
MN002383,Influenza A virus,2019-06-05,partial,1,USA,2018-12-25
PP517682,Influenza A virus,2024-03-27,partial,8,USA,2024-02-26
CY179491,Influenza A virus (A/duck/Wisconsin/3086/1986(H6N2)),2014-04-22,partial,4,USA,1986
OQ199450,Influenza A virus,2023-01-14,partial,3,USA,2022-04-24
OR874910,Influenza A virus,2023-12-03,partial,8,Kenya,2014-02-12
PQ798028,Influenza A virus,2024-12-23,partial,7,USA,2024-10-30
CY059640,Influenza A virus (A/Jing/259/1996(H3N2)),2010-04-04,partial,7,China,1996
OQ966814,Influenza A virus,2023-08-23,partial,6,USA,2022-04-19
MH706626,Influenza B virus,2018-08-07,partial,3,USA,2018-02-04
KC821124,Influenza A virus (A/chicken/Beijing/HD/2010(H9N2)),2014-08-31,partial,3,China,2010-11-01
MN300189,Influenza A virus,2019-08-17,partial,7,Switzerland,2017-01-03
DM133974,Influenza B virus,2009-07-14,partial,,,
MH606580,Influenza B virus,2018-07-17,partial,8,USA,2018-04-24
CY082500,Influenza A virus (A/swine/Minnesota/01831/2007(H1N1)),2011-06-24,partial,4,USA,2007-10-26
CY109474,Influenza A virus (A/duck/Shantou/19597/2006(H6N6)),2012-03-23,partial,4,China,2006-11
CY253952,Influenza A virus (A/Victoria/55/2015(H3N2)),2017-11-14,partial,2,Australia,2015-08-24
PQ051870,Influenza A virus,2024-07-24,partial,8,USA,2024-05-27
HM570062,Influenza A virus (A/Anas platyrhynchos/Belgium/12827/2007(H3N8)),2010-06-28,partial,8,Belgium,2007-09-18
CY228007,Influenza A virus (A/Florida/102/2016(H3N2)),2017-05-03,partial,5,USA,2016-12-01
PQ718649,Influenza A virus,2024-12-06,partial,4,USA,2022-12-15
KR047903,Influenza A virus (A/swine/Iowa/A01202083/2011(H1N2)),2015-04-29,partial,8,USA,2011-06-14
MW097717,Influenza A virus,2020-10-19,partial,4,China,2018-03-15
PV159427,Influenza A virus,2025-02-21,partial,8,USA,2024-11-27
OP694851,Influenza A virus,2022-10-26,partial,3,USA,2021-11-26
OL372120,Influenza A virus,2022-03-03,partial,5,Australia,2013-04-01
CY106968,Influenza A virus (A/Hong Kong/H090-769-V10/2009(H3N2)),2012-01-20,partial,4,Hong Kong,2009-08-03
OM320133,Influenza A virus,2022-01-25,partial,8,USA,2021-07-06
MN000769,Influenza A virus,2019-06-05,partial,8,USA,2019-03-01
PQ052762,Influenza A virus,2024-07-24,partial,4,USA,2024-05-19
MW104602,Influenza A virus,2020-10-19,partial,6,China,2017-01-28
GN357602,Influenza A virus,2009-05-12,partial,,,
CS572055,Influenza A virus,2007-05-18,partial,,,
MZ565461,Influenza A virus,2022-07-04,partial,5,Mexico,2017-03-02
PP304064,Influenza A virus,2024-02-13,partial,4,USA,2023-11-01
MH209565,Influenza A virus,2018-10-02,partial,6,China,2017-05-07
MT056464,Influenza A virus,2020-02-18,partial,2,USA,2019-12-20
KX412318,Influenza A virus (A/Alaska/248/2015(H3N2)),2016-06-25,partial,5,USA,2015-09-19
PQ673639,Influenza A virus,2024-12-03,partial,6,USA,2024-10-28
KX612109,Influenza B virus (B/New Hampshire/05/2016),2016-08-03,partial,5,USA,2016-02-10
MW094395,Influenza A virus,2020-10-19,partial,1,China,2017-06-26
MK576499,Influenza A virus,2019-03-05,partial,5,South Korea,2018-12-28
CY156436,Influenza B virus (B/Brisbane/13/2008),2013-10-16,partial,6,Australia,2008-05-01
OR284915,Influenza A virus,2023-07-22,partial,5,USA,2022-11-07
KM069714,Influenza A virus (A/Singapore/H2013.411/2013(H3N2)),2014-08-30,partial,7,Singapore,2013-05-30
JN714501,Influenza A virus (A/Joshkar-Ola/CRIE-BLP/2011(H1N1)),2011-10-17,partial,5,Russia,2011-02-22
OQ959730,Influenza A virus,2023-08-23,partial,2,USA,2022-03-04
CY187330,Influenza A virus (A/Texas/3662/2013(H1N1)),2014-04-03,partial,4,USA,2013-12-18
PQ267588,Influenza A virus,2024-08-30,partial,8,USA,2024-05-01
CY052881,Influenza A virus (A/Texas/45024243/2009(H1N1)),2009-12-11,partial,6,USA,2009-09-02
PQ690091,Influenza A virus,2024-12-06,partial,3,USA,2019-02-17
KC814001,Influenza B virus (B/Alaska/07/2011),2013-04-13,partial,4,USA,2011-03-03
CY154265,Influenza B virus (B/Sydney/31/2011),2013-10-15,partial,2,Australia,2011-07-22
CY040114,Influenza A virus (A/Taiwan/70167/2008(H1N1)),2009-05-18,partial,4,Taiwan,2008-01-21
MK772429,Influenza A virus,2019-04-14,partial,2,USA,2019-02-07
CY035580,Influenza A virus (A/chicken/New Jersey/Sg-00295/1996(H7N2)),2008-10-21,partial,4,USA,1996
KF560145,Influenza A virus (A/Helsinki/893/2013(H1N1)),2013-09-21,partial,5,Finland,2013-02-26
MK556909,Influenza A virus,2019-02-27,partial,7,USA,2018-10-21
PQ265408,Influenza A virus,2024-08-30,partial,1,USA,2024-06-10
LC348836,Influenza A virus (A/water/Aichi/C3/2016(H5N6)),2018-06-19,partial,6,Japan,2016-12-17
PQ033303,Influenza A virus,2024-07-20,partial,4,USA,2017-12-06
CY051153,Influenza A virus (A/Wisconsin/629-D01147/2009(H1N1)),2009-11-18,partial,6,USA,2009-06-14
PP327638,Influenza A virus,2024-02-17,partial,2,USA,2023-12-20
HM145373,Influenza A virus (A/duck/Fujian/5643/2005(H6N2)),2010-06-28,partial,3,China,2005
OQ293169,Influenza A virus,2023-05-31,partial,8,China,2021-12-01
PP460166,Influenza A virus,2024-03-13,partial,3,USA,2024-01-19
KX885876,Influenza B virus (B/Florida/79/2015),2016-10-04,partial,5,USA,2015-11-17
MK898539,Influenza A virus,2019-05-13,partial,7,USA,2019-01-07
KX613777,Influenza B virus (B/New York/06/2016),2016-08-03,partial,6,USA,2016-01-25
CY045183,Influenza A virus (A/New York/3960/2009(H1N1)),2009-09-01,partial,4,USA,2009-05-31
KX977646,Influenza A virus (A/black-headed gull/Netherlands/87/2012(H13N6)),2016-11-19,partial,3,Netherlands,2012-07-17
MT343490,Influenza B virus,2020-04-21,partial,4,USA,2020-02-10
MN507209,Influenza A virus,2019-09-29,partial,8,USA,2019-05-02
MN931951,Influenza A virus,2020-01-18,partial,4,USA,2019-12-13
MW430546,Influenza A virus,2021-01-10,partial,8,USA,2020-05-11
CY259708,Influenza A virus (A/New York/A-WC-LVD-16-047/2016(H1N1)),2017-12-08,partial,3,USA,2016-03-17
PQ712332,Influenza A virus,2024-12-06,partial,7,USA,2023-01-23
GN357639,Influenza A virus,2009-05-12,partial,,,
EU501261,Influenza A virus (A/Hong Kong/995/2003(H3N2)),2008-04-26,partial,4,China,2003-03-29
MK600557,Influenza A virus,2019-03-12,partial,4,China,2015-05-04
OP844507,Influenza A virus,2022-11-21,partial,5,USA,2022-06-14
KU322656,Influenza A virus (A/swine/Italy/244504/2013(H1N1)),2017-08-14,partial,5,Italy,2013
KT306806,Influenza A virus (A/swine/Oklahoma/A01290898/2013(H1N2)),2015-08-15,partial,5,USA,2013-11-20
PQ031449,Influenza A virus,2024-07-20,partial,1,Canada,2023-08-15
KX921090,Influenza B virus (B/Wyoming/13/2016),2016-10-10,partial,6,USA,2016-03-31
KC883430,Influenza A virus (A/Vermont/13/2011(H3N2)),2013-05-06,partial,7,USA,2011-05-03
PQ255005,Influenza A virus,2024-08-30,partial,5,USA,2024-03-25
PQ667233,Influenza A virus,2024-12-02,partial,7,USA,2024-09-19
PP904267,Influenza A virus,2024-06-16,partial,4,USA,2024-04-03
OR874740,Influenza A virus,2023-12-03,partial,7,Kenya,2010-11-28
KP766853,Influenza A virus (A/chicken/Guangdong/G3877/2014(H9)),2016-02-05,partial,4,China,2014-11-20
OQ966964,Influenza A virus,2023-08-23,partial,4,USA,2022-03-23
CY160267,Influenza A virus (A/swine/North Carolina/00950/2006(H3N2)),2013-11-27,partial,1,USA,2006-09-27
MK535825,Influenza A virus,2019-02-24,partial,6,USA,2017-06-01
LC033311,Influenza A virus (A/Nagasaki/13N007/2014(H3N2)),2015-03-10,partial,2,Japan,2014-01-13
PV011883,Influenza A virus,2025-01-23,partial,5,USA,2024-11-30
PQ716751,Influenza A virus,2024-12-06,partial,2,USA,2022-04-28
KC458603,Influenza A virus (A/Japan/607/2008(H1N1)),2013-02-11,partial,6,Japan,2008-11-25
CY250400,Influenza A virus (A/Iowa/27/2017(H3N2)),2017-11-13,partial,8,USA,2017-09-02
MK963198,Influenza A virus,2019-05-28,partial,2,Viet Nam,2014-04-11
OP960095,Influenza A virus,2022-12-12,partial,2,USA,2022-02-23
FN398975,Influenza A virus (A/equine/Newmarket/1/1993(H3N8)),2010-05-13,partial,4,,
PP685121,Influenza A virus,2024-04-23,partial,7,USA,2023-12-04
MT342188,Influenza A virus,2020-04-21,partial,7,USA,2020-01-27
MK536101,Influenza A virus,2019-02-24,partial,2,USA,2017-07-01
CY006380,Influenza A virus (A/New York/467/2004(H3N2)),2005-11-17,partial,7,USA,2004-09-17
KT266932,Influenza A virus (A/goose/Guangxi/105/2011(H6N2)),2017-06-30,partial,2,China,2011-09-15
OR745781,Influenza A virus,2023-11-04,partial,1,USA,2023-05-16
OQ664076,Influenza A virus,2023-03-26,partial,3,USA,2022-12-05
PP554097,Influenza A virus,2024-04-02,partial,5,USA,2024-02-02
MN538840,Influenza A virus,2019-10-11,partial,4,Canada,2018-02-06
MK969877,Influenza A virus,2019-06-02,partial,3,USA,2013-02-06
MG978527,Influenza A virus,2018-02-27,partial,3,USA,2017-12-18
MH606255,Influenza B virus,2018-07-17,partial,5,USA,2018-04-18
OQ961784,Influenza A virus,2023-08-23,partial,8,USA,2022-04-27
MN302931,Influenza A virus,2019-08-17,partial,3,Switzerland,2017-01-07
PP254632,Influenza A virus,2024-02-05,partial,6,USA,2023-12-04
OQ460687,Influenza A virus,2023-02-26,partial,6,USA,2022-11-21
MH245372,Influenza B virus,2018-04-29,partial,6,USA,2018-02-15
MK244732,Influenza B virus,2018-12-05,partial,5,USA,2018-10-04
PQ701259,Influenza A virus,2024-12-06,partial,6,USA,2022-09-24
KP658016,Influenza A virus (A/environment/Fujian/FJ1273/2014(H1N2)),2016-01-31,partial,6,China,2014
OP844723,Influenza A virus,2022-11-21,partial,5,USA,2021-12-28
CY025327,Influenza A virus (A/Illinois/UR06-0377/2007(H1N1)),2007-09-17,partial,6,USA,2007-02-21
PP777973,Influenza B virus,2024-05-14,partial,5,USA,2024-04-09
HV231295,Influenza A virus,2011-07-15,partial,,,
MG925517,Influenza A virus,2018-03-31,partial,6,USA,2017-05-20
OQ234602,Influenza A virus,2023-01-17,partial,3,USA,2022-10-15
EF473074,Influenza A virus (A/chicken/Cambodia/022LC3b/2005(H5N1)),2007-03-17,partial,4,Cambodia,2005
OR979627,Influenza A virus,2023-12-23,partial,2,Chile,2023-03-14
OQ795974,Influenza A virus,2023-04-16,partial,3,USA,2022-12-09
MH082061,Influenza A virus,2018-03-24,partial,3,USA,2017-12-29
MG978897,Influenza A virus,2018-02-27,partial,8,USA,2017-11-27
PP632335,Influenza A virus,2024-04-16,partial,1,USA,2023-12-27
PV145488,Influenza B virus,2025-02-19,partial,1,USA,2020-02-22
OP694185,Influenza A virus,2022-10-26,partial,3,USA,2021-11-18
OQ202489,Influenza A virus,2023-01-15,partial,6,USA,2022-09-08
PQ011368,Influenza A virus,2024-07-17,partial,1,USA,2024-04-15
CY215392,Influenza B virus (B/Georgia/23/2016),2017-02-06,partial,2,USA,2016-12-19
KU509683,Influenza A virus (A/Iowa/53/2015(H1N1)),2016-01-26,partial,8,USA,2015-11-04
MZ089279,Influenza A virus,2021-12-31,partial,2,France,2019-11-19
KX792276,Influenza A virus (A/India/P122576/2012(H1N1)),2017-04-10,partial,4,India,2012-03-15
OQ464458,Influenza A virus,2023-02-26,partial,4,USA,2022-12-01
KX003054,Influenza B virus (B/New Mexico/04/2015),2016-05-21,partial,5,USA,2015-03-11
MH606501,Influenza B virus,2018-07-17,partial,2,USA,2018-05-02
MZ565486,Influenza A virus,2022-07-04,partial,6,Mexico,2017-06-23
MH715329,Influenza A virus,2019-12-31,partial,2,China,2017-03-06
MZ543199,Influenza A virus,2021-07-17,partial,6,Uganda,2018-03-22
MT123958,Influenza B virus,2020-03-04,partial,4,China,2018-02-12
MK185250,Influenza A virus,2018-11-24,partial,2,USA,2018-06-15
OQ293377,Influenza A virus,2023-05-31,partial,8,China,2021-12-29
OP476931,Influenza A virus,2023-01-17,partial,6,India,2020-10-26
KT888704,Influenza A virus (A/Illinois/34/2012(H3N2)),2016-09-30,partial,8,USA,2012-03-05
CY229871,Influenza B virus (B/Wisconsin/22/2017),2017-05-03,partial,6,USA,2017-03-20
MN230525,Influenza B virus,2019-08-03,partial,5,USA,2019-06-06
PV097960,Influenza A virus,2025-02-12,partial,2,USA,2024-11-30
KY130835,Influenza A virus (A/northern pintail/Alaska/500/2012(H3N8)),2017-03-21,partial,4,USA,2012-09-28
OQ992811,Influenza A virus,2023-05-22,partial,7,USA,2023-03-13
PV139478,Influenza B virus,2025-02-19,partial,8,USA,2019-11-19
KX228216,Influenza A virus (A/chicken/Wales/600-020823/2014(H4N6)),2016-09-30,complete,2,United Kingdom,2014-06-24
OR201295,Influenza A virus,2023-07-03,partial,4,USA,2023-03-14
HZ072473,Influenza A virus,2015-10-15,partial,,,
MF613717,Influenza A virus (A/American black duck/Alberta/307/2016(H4N8)),2017-09-02,partial,8,Canada,2016-08-28
KF814076,Influenza A virus (A/swine/Iowa/13C029/2013(H3N2)),2013-11-30,partial,3,USA,2013-03-26
CY192341,Influenza A virus (A/Anhui/1-YK_RG87/2013(H7N9)),2015-08-04,partial,6,,
HQ291547,Influenza A virus (A/swine/IL/27486-1/2010(H1N1)),2010-10-05,partial,6,USA,2010-06-02
MF806916,Influenza A virus (A/Canada/2B/2014(H3N2)),2017-09-30,partial,6,Canada,2014-12-09
CY006745,Influenza A virus (A/Memphis/3/1977(H3N2)),2005-12-02,partial,2,USA,1977
CY103067,Influenza A virus (A/mallard/Alberta/220/2006(mixed)),2011-11-16,partial,3,Canada,2006-08-09
KX410081,Influenza A virus (A/Florida/37/2016(H1N1)),2016-06-25,partial,2,USA,2016-03-15
MH559944,Influenza A virus,2020-08-21,partial,1,Brazil,2015-02
MW127929,Influenza A virus,2022-11-30,partial,3,Thailand,2015-10-14
CY188073,Influenza A virus (A/Nicaragua/6887_07/2013(H1N1)),2014-09-02,partial,4,Nicaragua,2013-11-17
OP011115,Influenza A virus,2022-07-24,partial,6,USA,2022-02-09
PV148244,Influenza A virus,2025-02-20,partial,8,USA,2024-12-12
PQ693231,Influenza A virus,2024-12-06,partial,5,USA,2019-03-06
PV143544,Influenza B virus,2025-02-19,partial,1,USA,2020-01-24
MW097763,Influenza A virus,2020-10-19,partial,4,China,2017-01-18
MK839587,Influenza A virus,2019-04-30,partial,4,USA,2019-02-05
AB586772,Influenza A virus (A/quail/Hong Kong/FY119/2001(H6N1)),2010-09-16,partial,,Hong Kong,
MN755047,Influenza A virus,2019-12-08,partial,3,USA,2019-09-17
KX978053,Influenza A virus (A/black-headed gull/Netherlands/6/2014(H13N2)),2016-11-19,partial,3,Netherlands,2014-07-09
CY016619,Influenza A virus (A/mallard/Ohio/64/1989(H6N8)),2006-10-06,partial,4,USA,1989-10-19
KU299885,Influenza A virus (A/Cambodia/V0921358/2011(H1N1)),2016-04-06,partial,2,Cambodia,2011-09-16
HV229221,Influenza A virus,2011-07-15,partial,,,
CY013029,Influenza A virus (A/New York/753/1994(H3N2)),2006-07-26,partial,3,USA,1994-02-15
MH602156,Influenza A virus,2018-07-16,partial,6,USA,2018-02-19
OZ035314,Influenza B virus,2024-04-23,partial,5,,
KY925174,Influenza A virus (A/Porto Alegre/LACENRS-1030/2015(H3N2)),2017-05-15,partial,1,Brazil,2015-05-25
OP512233,Influenza A virus,2022-09-28,partial,7,USA,2022-02-23
KC785021,Influenza A virus (A/chicken/Taiwan/CF22/2009(H6N1)),2013-04-08,partial,7,Taiwan,2009-07-03
PP685357,Influenza A virus,2024-04-23,partial,3,USA,2024-02-11
MG830680,Influenza B virus,2018-01-29,partial,8,USA,2017-12-08
JX566208,Influenza A virus (A/mallard/Sweden/99934/2009(H6N2)),2013-07-14,partial,6,Sweden,2009-10-01
MN246536,Influenza A virus,2019-08-07,partial,2,USA,2019-02-15
MN299466,Influenza A virus,2019-08-17,partial,4,Switzerland,2017-02-11
PQ446700,Influenza A virus,2024-10-09,partial,6,USA,2024-08-03
CY192354,Influenza A virus (A/Anhui/1-YK_RG88/2013(H7N9)),2015-08-04,partial,1,,
OQ246203,Influenza A virus,2023-01-18,partial,4,USA,2022-11-06
PP071510,Influenza A virus,2024-01-08,partial,6,USA,2023-11-21
PP511913,Influenza B virus,2024-03-26,partial,6,USA,2023-05-01
JN982513,Influenza A virus (A/lesser whistling-duck/Thailand/CU-W3941/2010(H12N1)),2012-04-01,partial,6,Thailand,2010-01
PP558022,Influenza A virus,2024-04-03,partial,5,USA,2024-02-21
JN596947,Influenza A virus (A/swine/Italy/22530/2002(H1N2)),2012-03-28,complete,2,Italy,2002-02
CY175110,Influenza B virus (B/New York/1079/2005),2014-04-10,partial,3,USA,2005-02-13
KT589237,Influenza A virus (A/duck/Zhejiang/925091/2014(H4N2)),2015-09-20,partial,5,China,2014-09-25
PQ011488,Influenza A virus,2024-07-17,partial,1,USA,2024-04-23
KT274245,Influenza A virus (A/Colorado/04/2013(H1N1)),2015-08-04,partial,6,USA,2013-10-25
PP996841,Influenza A virus,2024-07-14,partial,1,USA,2024-01-15
OR629122,Influenza B virus,2023-10-08,partial,3,USA,2023-07-25
MH598254,Influenza A virus,2018-07-16,partial,4,USA,2000-05-15
PP072814,Influenza A virus,2024-01-08,partial,6,USA,2023-12-10
CY067405,Influenza A virus (A/canine/Florida/78592-6/2006(H3N8)),2010-08-24,partial,3,USA,2006-06-20
PQ718468,Influenza A virus,2024-12-06,partial,7,USA,2022-05-17
KT838559,Influenza A virus (A/Mississippi/11/2014(H3N2)),2015-10-11,partial,8,USA,2014-11-04
OP776027,Influenza A virus,2022-12-31,partial,5,USA,2022-04-02
MN430799,Influenza A virus,2019-09-15,partial,5,USA,2018-11-28
CY217089,Influenza A virus (A/Indiana/03/2017(H1N1)),2017-02-17,partial,4,USA,2017-01-02
MT600725,Influenza B virus,2020-06-17,partial,6,USA,2019-11-20
MK868967,Influenza A virus,2019-05-07,partial,8,USA,2019-02-04
CY008290,Influenza A virus (A/Canterbury/15/2002(H3N2)),2006-01-27,partial,2,New Zealand,2002-05-03
CY237477,Influenza B virus (B/Alaska/08/2017),2017-07-12,partial,5,USA,2017-05-04
CY134447,Influenza A virus (A/Greece/599/2011(H1N1)),2013-02-01,partial,4,Greece,2011-02-03
CY154791,Influenza B virus (B/Christchurch/22/2004),2013-10-15,partial,3,New Zealand,2004-08-18
CY067890,Influenza A virus (A/Lisboa/79/2009(H1N1)),2010-07-30,partial,7,Portugal,2009-10-14
MK625817,Influenza B virus,2019-03-18,partial,5,USA,2018-12-23
OP888754,Influenza A virus,2022-11-28,partial,2,Chile,2017-03-28
OQ861136,Influenza A virus,2023-04-29,partial,5,China,2022-10
CY042129,Influenza A virus (A/mallard/Minnesota/Sg-00166/2007(H6N2)),2009-07-30,partial,2,USA,2007-09-22
U49096,Influenza A virus (A/swine/Hong Kong/168/1993(H1N1)),1997-03-29,partial,5,Hong Kong,
OP071270,Influenza A virus,2022-07-31,partial,4,USA,2021-09-27
PQ033263,Influenza A virus,2024-07-20,partial,4,USA,2019-08-19
KM064020,Influenza A virus (A/Nevada/07/2013(H3N2)),2014-07-02,partial,7,USA,2013-10-08
MT030739,Influenza B virus,2020-02-12,partial,3,USA,2019-11-25
PQ833501,Influenza A virus,2025-01-03,partial,4,USA,2024-12-10
OQ231791,Influenza A virus,2023-01-17,partial,5,USA,2022-10-28
PP880628,Influenza B virus,2024-06-11,partial,4,USA,2024-02-17
OP844877,Influenza A virus,2022-11-21,partial,4,USA,2022-01-19
PQ141443,Influenza A virus,2024-08-10,partial,6,USA,2024-05-16
OP844906,Influenza A virus,2022-11-21,partial,1,USA,2022-01-20
OR488715,Influenza A virus,2023-09-02,partial,6,USA,2023-05-01
CY212550,Influenza A virus (A/Colorado/44/2016(H3N2)),2017-01-19,partial,8,USA,2016-11-25
PP260716,Influenza A virus,2024-02-06,partial,3,USA,2023-09-27
CY149254,Influenza A virus (A/Boston/DOA2-236/2013(H3N2)),2013-09-17,partial,6,USA,2013-01-10
HM172345,Influenza A virus (A/chicken/Xinjiang/17/2005(H5N1)),2010-08-10,partial,3,China,2005
MH283595,Influenza A virus,2018-07-24,partial,8,USA,2016-06-01
OR866894,Influenza A virus,2023-12-03,partial,6,USA,2023-02-27
KP285881,Influenza A virus (A/chicken/Jiangxi/9696/2013(H9N2)),2015-01-26,partial,8,China,2013-03-03
CY016022,Influenza A virus (A/Western Australia/73/2005(H3N2)),2006-09-21,partial,6,Australia,2005
CY239533,Influenza A virus (A/Texas/194/2016(H1N1)),2017-08-15,partial,8,USA,2016-12-12
CY015434,Influenza B virus (B/New York/40/2002),2006-09-20,partial,4,USA,2002-03-21
MK445571,Influenza B virus,2019-01-30,partial,3,USA,2018-03-10
KY289353,Influenza A virus (A/California/148/2016(H3N2)),2016-12-11,partial,3,USA,2016-10-17
KR351274,Influenza A virus (A/Quzhou/2/2015(H7N9)),2015-06-30,partial,6,China,2015-04-23
MH246612,Influenza A virus,2018-04-29,partial,6,USA,2017-11-01
PQ824450,Influenza A virus,2025-01-02,partial,6,Bangladesh,2022-01-20
CY168797,Influenza A virus (A/Boston/YGA_01039/2012(H3N2)),2014-04-10,partial,2,USA,2012-12-24
EU542800,Influenza A virus (A/chicken/Turkey/Merkez 1092/2006(H5N1)),2009-02-28,partial,4,Turkey,2006
CY092124,Influenza A virus (A/chicken/India/CA0301/2011(H5N1)),2012-01-16,partial,5,India,2011-03-06
PQ599379,Influenza A virus,2024-11-15,partial,7,USA,2024-01-24
PP634980,Influenza A virus,2024-04-16,partial,4,USA,2024-01-30
MW100484,Influenza A virus,2020-10-19,partial,6,China,2018-04-25
KF014376,Influenza A virus (A/Singapore/H2011.463/2011(H3N2)),2013-06-11,partial,7,Singapore,2011-06-18
CY092170,Influenza A virus (A/duck/Western Australia/8069/1984(H4N6)),2011-06-16,partial,7,Australia,1984
KT835954,Influenza A virus (A/Nevada/23/2015(H3N2)),2015-10-11,partial,5,USA,2015-01-26
MT030200,Influenza B virus,2020-02-12,partial,7,USA,2019-11-26
OQ668343,Influenza A virus,2023-03-26,partial,7,USA,2022-12-26
MW830416,Influenza A virus,2021-04-04,partial,8,USA,2020-08-14
PQ829689,Influenza A virus,2025-01-03,partial,8,USA,2024-12-04
MN074504,Influenza A virus,2019-06-22,partial,2,USA,2019-03-21
EU049907,Influenza A virus (A/chukkar/Shantou/467/2002(H6N1)),2007-09-24,partial,,China,
KM821714,Influenza A virus (A/duck/Khanhhoa/CVVI-15/2013(H5N1)),2014-11-01,partial,7,Viet Nam,2013-03-01
